username,tweetcreatedts,text,tweet_clean
nanarenj,2021-12-16 23:09:42,"Penelitian di Hongkong menunjukkan jumlah #omicron pada saluran napas &gt;70x lipat dibanding delta sehingga penularan lebih hebat, namun jumlahnya pada organ paru &lt;10x pada delta. Sehingga peradangan pada paru menjadi lebih ringan. https://t.co/Wjh4XtqBGD","Penelitian di Hongkong menunjukkan jumlah pada saluran napas &gt;70x lipat dibanding delta sehingga penularan lebih hebat, namun jumlahnya pada organ paru &lt;10x pada delta. Sehingga peradangan pada paru menjadi lebih ringan."
Hellaw11,2021-12-16 23:09:21,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
fifsuzi,2021-12-16 23:09:18,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
Vincaroseas,2021-12-16 23:09:06,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
ardian1972,2021-12-16 23:08:45,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
r1mahmud,2021-12-16 23:08:34,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
sayektipurwa,2021-12-16 23:08:03,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
risaorchid,2021-12-16 23:07:57,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
dihyoo,2021-12-16 23:07:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
DreamingNikola,2021-12-16 23:07:50,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya.."
putrihanjani,2021-12-16 23:07:50,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
lulanalaluna,2021-12-16 23:07:44,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya.."
one_ted,2021-12-16 23:07:36,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
DreamingNikola,2021-12-16 23:07:33,"Saat ini lebih dari 4000 pasien #omicron di rawat di RS Afrika Selatan. Kabar baiknya 90 persen tidak memakai oksigen tambahan, dan banyak yg tidak bergejala namun dirawat karena memiliki penyakit lainnya.","Saat ini lebih dari pasien di rawat di RS Afrika Selatan. Kabar baiknya persen tidak memakai oksigen tambahan, dan banyak yg tidak bergejala namun dirawat karena memiliki penyakit lainnya."
lulanalaluna,2021-12-16 23:07:33,"Data menunjukkan puncak grafik #omicron bisa dicapai dalam 3-4 minggu, sedangkan kita bisa mencapai puncak grafik Delta kemarin selama kurang lebih 6-8 minggu. Bisa dibayangkan betapa kacaunya apabila ini terjadi..","Data menunjukkan puncak grafik bisa dicapai dalam $NUMBER$ minggu, sedangkan kita bisa mencapai puncak grafik Delta kemarin selama kurang lebih $NUMBER$ minggu. Bisa dibayangkan betapa kacaunya apabila ini terjadi.."
DreamingNikola,2021-12-16 23:07:24,"Kalo ringan dan kematian #omicron rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2.  Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","Kalo ringan dan kematian rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2. Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS."
lulanalaluna,2021-12-16 23:07:21,"Kalo ringan dan kematian #omicron rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2.  Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","Kalo ringan dan kematian rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2. Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS."
lulanalaluna,2021-12-16 23:06:44,"Mutasi umumnya terjadi pada negara yg jumlah imunitas warganya rendah.. pada kasus ini Afrika Selatan, tinggi kasus HIVnya dan tingkat vaksinnya rendah.. mutasi #Omicron terbentuk dipengaruhi virus yg lain..","Mutasi umumnya terjadi pada negara yg jumlah imunitas warganya rendah.. pada kasus ini Afrika Selatan, tinggi kasus HIVnya dan tingkat vaksinnya rendah.. mutasi terbentuk dipengaruhi virus yg lain.."
fahs___,2021-12-16 23:06:35,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
dara_ynita,2021-12-16 23:06:33,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
lulanalaluna,2021-12-16 23:06:30,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
imziyy,2021-12-16 23:06:01,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
AfadhaIzzah,2021-12-16 23:05:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
nurakhmadnova,2021-12-16 23:05:41,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
kumlothers,2021-12-16 23:05:22,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
wix95,2021-12-16 23:05:06,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
G_Michelangetlo,2021-12-16 23:05:05,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
abduldulatif,2021-12-16 23:05:03,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
zeno6969,2021-12-16 23:04:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
maendzr,2021-12-16 23:04:35,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
sonzaiiz,2021-12-16 23:03:59,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
mayyasyarr,2021-12-16 23:03:03,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
pndmhs,2021-12-16 23:02:04,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
souyyaaa,2021-12-16 23:01:53,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
kookiekrim,2021-12-16 23:01:09,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
euphorian7,2021-12-16 23:01:01,"Data menunjukkan puncak grafik #omicron bisa dicapai dalam 3-4 minggu, sedangkan kita bisa mencapai puncak grafik Delta kemarin selama kurang lebih 6-8 minggu. Bisa dibayangkan betapa kacaunya apabila ini terjadi..","Data menunjukkan puncak grafik bisa dicapai dalam $NUMBER$ minggu, sedangkan kita bisa mencapai puncak grafik Delta kemarin selama kurang lebih $NUMBER$ minggu. Bisa dibayangkan betapa kacaunya apabila ini terjadi.."
baiwyn,2021-12-16 23:00:32,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
euphorian7,2021-12-16 23:00:31,"Kalo ringan dan kematian #omicron rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2.  Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","Kalo ringan dan kematian rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2. Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS."
euphorian7,2021-12-16 23:00:14,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya.."
Nagachika12,2021-12-16 23:00:01,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
syoksyoksyok,2021-12-16 23:00:01,"Denmark, Kanada, Nigeria dan India kini telah dimasukkan ke dalam senarai negara-negara yang telah melaporkan penyebaran varian Omicron dalam komuniti.

Sumber: @KKMPutrajaya

#covid19 #omicron #malaysia https://t.co/LtfUw8YuaD","Denmark, Kanada, Nigeria dan India kini telah dimasukkan ke dalam senarai negara-negara yang telah melaporkan penyebaran varian Omicron dalam komuniti.Sumber:"
arumpuspa__,2021-12-16 22:59:58,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
fanesakey,2021-12-16 22:59:54,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
fajima_86,2021-12-16 22:59:27,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
zhetalotha,2021-12-16 22:59:23,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
Ikerosniar1,2021-12-16 22:59:20,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
shintassi,2021-12-16 22:59:19,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
suhairi4hmad,2021-12-16 22:59:17,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
paranoiseone,2021-12-16 22:59:12,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
grounnded,2021-12-16 22:58:39,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
wirdgerks,2021-12-16 22:58:21,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
beradadisitu,2021-12-16 22:58:17,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
stillunknowable,2021-12-16 22:58:14,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
helma_saja,2021-12-16 22:58:09,"Kasus Pertama Varian Omicron di Indonesia Berawal Disini, Ini Gejalanya Menurut Prof. dr. Zubairi Djoerban

#Omicron #OmicronVarient #OmicronVariant #OmicronVirus #omicronIndonesia 
 https://t.co/GoRIMcb2KF","Kasus Pertama Varian Omicron di Indonesia Berawal Disini, Ini Gejalanya Menurut Prof. dr. Zubairi Djoerban"
itsmaritaaa,2021-12-16 22:57:48,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
diannona,2021-12-16 22:57:34,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
yyuu__,2021-12-16 22:57:21,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia.."
oknumwarga,2021-12-16 22:57:09,"Gejala yg ringan dan tidak khas ini terkadang malah membuat bahaya, orang tidak sadar sedang terinfeksi. Penyebaran #Omicron menjadi semakin luas..","Gejala yg ringan dan tidak khas ini terkadang malah membuat bahaya, orang tidak sadar sedang terinfeksi. Penyebaran menjadi semakin luas.."
